CWNS_NUMBER,PRES_RES_RECEIVING_COLLCTN,PRES_RES_UPSTREAM,PRES_RES_TOTAL_RECEIVNG_TRMT,PRES_RES_DOWNSTREAM,PRES_RES_ACTUAL_RECEIVNG_TRMT,PRES_RES_ONSITE_WTS,PRES_RES_ONSITE_WTS_UNITS,PRES_RES_ONSITE_WTS_POP_P_UT,PRES_RES_CLUSTER,PRES_RES_CLUSTER_UNITS,PRES_RES_CLUSTER_POP_P_UT,PRES_N_RES_RECEIVING_COLLCTN,PRES_N_RES_UPSTREAM,PRES_N_RES_TOTAL_RECEIVNG_TRMT,PRES_N_RES_DOWNSTREAM,PRES_N_RES_ACTUAL_RECEVNG_TRMT,PRES_N_RES_ONSITE_WTS,PRES_N_RES_ONSITE_WTS_UNITS,PRES_N_RES_ONSITE_WTS_POP_P_UT,PRES_N_RES_CLUSTER,PRES_N_RES_CLUSTER_UNITS,PRES_N_RES_CLUSTER_POP_P_UT,PROJ_RES_RECEIVING_COLLCTN,PROJ_RES_REC_COLLCTN_YEAR,PROJ_RES_UPSTREAM,PROJ_RES_TOTAL_RECEIVNG_TRMT,PROJ_RES_DOWNSTREAM,PROJ_RES_ACTUAL_RECEIVNG_TRMT,PROJ_RES_ONSITE_WTS,PROJ_RES_ONSITE_WTS_UNITS,PROJ_RES_ONSITE_WTS_POP_P_UT,PROJ_RES_ONSITE_WTS_YEAR,PROJ_RES_CLUSTER,PROJ_RES_CLUSTER_UNITS,PROJ_RES_CLUSTER_POP_P_UT,PROJ_RES_CLUSTER_YEAR,PROJ_N_RES_RECEIVING_COLLCTN,PROJ_N_RES_REC_COLLCTN_YEAR,PROJ_N_RES_UPSTREAM,PROJ_N_RES_TOTAL_RECEIVNG_TRMT,PROJ_N_RES_DOWNSTREAM,PROJ_N_RES_ACTUAL_RECEVNG_TRMT,PROJ_N_RES_ONSITE_WTS,PROJ_N_RES_ONSITE_WTS_UNITS,PROJ_N_RES_ONSITE_WTS_POP_P_UT,PROJ_N_RES_ONSITE_WTS_YEAR,PROJ_N_RES_CLUSTER,PROJ_N_RES_CLUSTER_UNITS,PROJ_N_RES_CLUSTER_POP_P_UT,PROJ_N_RES_CLUSTER_YEAR
"27044000110",,,,,,,,,,,,,,,,,,,,,,,5613,2015,,5613,5613,0,,,,,,,,,,,,,,,,,,,,,,
"49000002002",121,,121,0,121,,,,,,,625,,625,0,625,,,,,,,131,2030,,131,0,131,,,,,,,,,750,2030,,750,0,750,,,,,,,,
"72000002007",8613,,8613,0,8613,,,,,,,,,,,,,,,,,,9461,2030,,9461,0,9461,,,,,,,,,,,,,,,,,,,,,,
"72000002008",8685,,8685,0,8685,31058,11992,2.59,,,,,,,,,,,,,,,9407,2028,,9407,0,9407,26677,10300,2.59,,,,,,,,,,,,,,,,,,,
"72000003008",7041,,7041,0,7041,22326,8620,2.59,,,,,,,,,,,,,,,7974,2030,,7974,0,7974,5680,2193,2.59,,,,,,,,,,,,,,,,,,,
"72000003009",1856,,1856,0,1856,29173,11264,2.59,,,,,,,,,,,,,,,1992,2030,,1992,0,1992,26291,10151,2.59,,,,,,,,,,,,,,,,,,,
"72000004009",6099,,6099,0,6099,14957,5775,2.59,,,,,,,,,,,,,,,5890,2030,,5890,0,5890,10629,4104,2.59,,,,,,,,,,,,,,,,,,,
"72000004010",4368,,4368,0,4368,,,,,,,,,,,,,,,,,,4347,2025,804,5151,0,5151,,,,,,,,,,,,,,,,,,,,,,
"72000004011",1400,,1400,0,1400,10287,3972,2.59,,,,,,,,,,,,,,,1532,2030,,1532,0,1532,9912,3827,2.59,,,,,,,,,,,,,,,,,,,
"72000004012",1311,,1311,0,1311,5342,2063,2.59,,,,,,,,,,,,,,,1413,2030,,1413,0,1413,3745,1446,2.59,,,,,,,,,,,,,,,,,,,
"72000004013",27704,,27704,0,27704,28763,11105,2.59,,,,,,,,,,,,,,,28902,2030,,28902,0,28902,15333,5920,2.59,,,,,,,,,,,,,,,,,,,
"28000639001",,,,,,400,149,2.68,,,,,,,,,,,,,,,420,2028,,420,0,420,,,2.68,,,,,,,,,,,,,,,,,,,
"42005082002",1050,,1050,1050,0,,,,,,,,,,,,,,,,,,1050,,,1050,1050,0,,,,,,,,,,,,,,,,,,,,,,
"55002980010",812,,812,812,0,,,,,,,,,,,,,,,,,,1301,2020,,1301,1301,0,,,,,,,,,,,,,,,,,,,,,,
"31000847001",700,,700,0,700,,,,,,,1400,,1400,0,1400,,,,,,,2100,2025,,2100,0,2100,,,,,,,,,1400,2025,,1400,0,1400,,,,,,,,
"42004185002",148,,148,148,0,,,,,,,,,,,,,,,,,,148,,,148,148,0,,,,,,,,,,,,,,,,,,,,,,
"36009003002",,,,,,1293,511,2.53,,,,,,,,,,,,,,,,,,,,,1340,530,2.53,,,,,,,,,,,,,,,,,,,
"42007702001",420,,420,0,420,,,,,,,,,,,,,,,,,,420,,,420,0,420,,,,,,,,,,,,,,,,,,,,,,
"42007703001",9200,477,9677,0,9677,,,,,,,,,,,,,,,,,,9200,,477,9677,0,9677,,,,,,,,,,,,,,,,,,,,,,
"42007704001",,,,,,552,227,2.43,,,,,,,,,,,,,,,552,,,552,0,552,,,2.43,,,,,,,,,,,,,,,,,,,
"42007705001",387,,387,387,0,,,,,,,,,,,,,,,,,,387,,,387,387,0,,,,,,,,,,,,,,,,,,,,,,
"42002246002",225,,225,225,0,,,,,,,,,,,,,,,,,,225,,,225,225,0,,,,,,,,,,,,,,,,,,,,,,
"42001114002",582,,582,582,0,,,,,,,,,,,,,,,,,,582,,,582,582,0,,,,,,,,,,,,,,,,,,,,,,
"42001289002",,,,,,350,133,2.64,,,,,,,,,,,,,,,350,,,350,0,350,,,2.64,,,,,,,,,,,,,,,,,,,
"17002015001",27687,,27687,27687,0,,,,,,,,,,,,,,,,,,35800,2032,,35800,35800,0,,,,,,,,,,,,,,,,,,,,,,
"42007709001",557,,557,557,0,,,,,,,,,,,,,,,,,,557,,,557,557,0,,,,,,,,,,,,,,,,,,,,,,
"42007710001",,,,,,284,116,2.45,,,,,,,,,,,,,,,284,,2698,2982,0,2982,,,2.45,,,,,,,,,,,,,,,,,,,
"21000307002",613,,613,0,613,,,,,,,20,,20,0,20,,,,,,,4968,,4355,9323,0,9323,,,,,,,,,20,,,20,0,20,,,,,,,,
"21000159002",10000,,10000,0,10000,,,,,,,,,,,,,,,,,,10000,,,10000,0,10000,,,,,,,,,,,,,,,,,,,,,,
"21000284001",1007,,1007,0,1007,,,,,,,,,,,,,,,,,,1500,,,1500,0,1500,,,,,,,,,,,,,,,,,,,,,,
"21000237002",16300,303,16603,0,16603,,,,,,,,,,,,,,,,,,16300,,792,17092,0,17092,,,,,,,,,,,,,,,,,,,,,,
"21000274002",764,,764,0,764,,,,,,,,,,,,,,,,,,764,,,764,0,764,,,,,,,,,,,,,,,,,,,,,,
"21002015001",277,,277,277,0,,,,,,,,,,,,,,,,,,277,,,277,277,0,,,,,,,,,,,,,,,,,,,,,,
"21002017001",100,,100,0,100,,,,,,,,,,,,,,,,,,750,,,750,0,750,,,,,,,,,,,,,,,,,,,,,,
"21000329001",5800,,5800,5800,0,,,,,,,,,,,,,,,,,,5800,,,5800,5800,0,,,,,,,,,,,,,,,,,,,,,,
"21000007001",350,,350,0,350,,,,,,,,,,,,,,,,,,350,,,350,0,350,,,,,,,,,,,,,,,,,,,,,,
"21000009001",625,,625,625,0,,,,,,,,,,,,,,,,,,625,,,625,625,0,,,,,,,,,,,,,,,,,,,,,,
"21000019001",250,,250,0,250,,,,,,,,,,,,,,,,,,1500,,,1500,0,1500,,,,,,,,,,,,,,,,,,,,,,
"21000071002",28000,,28000,0,28000,,,,,,,,,,,,,,,,,,39000,2030,,39000,0,39000,,,,,,,,,,,,,,,,,,,,,,
"42007711001",306,,306,0,306,,,,,,,,,,,,,,,,,,306,,,306,0,306,,,,,,,,,,,,,,,,,,,,,,
"42005322013",2200,,2200,2200,0,,,,,,,,,,,,,,,,,,2200,,,2200,2200,0,,,,,,,,,,,,,,,,,,,,,,
"42004227002",3425,,3425,3425,0,,,,,,,,,,,,,,,,,,3485,,,3485,3485,0,,,,,,,,,,,,,,,,,,,,,,
"42003084002",250,,250,250,0,,,,,,,,,,,,,,,,,,250,,,250,250,0,,,,,,,,,,,,,,,,,,,,,,
"36006196001",,,,,,1098,446,2.46,,,,,,,,,,,,,,,,,,,,,1050,427,2.46,,,,,,,,,,,,,,,,,,,
"42003259002",,,,,,570,229,2.49,,,,,,,,,,,,,,,570,,600,1170,0,1170,,,2.49,,,,,,,,,,,,,,,,,,,
"42003259003",,,,,,534,214,2.49,,,,,,,,,,,,,,,534,,,534,534,0,,,2.49,,,,,,,,,,,,,,,,,,,
"40000648002",100,,100,0,100,,,,,,,,,,,,,,,,,,100,2025,,100,0,100,,,,,,,,,,,,,,,,,,,,,,
"40000648003",10,,10,0,10,,,,,,,100,,100,0,100,,,,,,,10,,,10,0,10,,,,,,,,,100,,,100,0,100,,,,,,,,
"08000400000",1713,,1713,0,1713,,,,,,,,,,,,,,,,,,1713,,,1713,0,1713,,,,,,,,,,,,,,,,,,,,,,
"39000161003",,,,,,126,50,2.52,,,,,,,,,,,,,,,126,,,126,126,0,,,2.52,,,,,,,,,,,,,,,,,,,
"27044000131",,,,,,,,,,,,,,,,,,,,,,,132,2028,,132,132,0,,,,,,,,,,,,,,,,,,,,,,
"27044000126",,,,,,58,23,2.52,,,,,,,,,262,104,2.52,,,,1879,2015,,1879,1879,0,,,2.52,,,,,,320,2015,,320,320,0,,,,,,,,
"27044000128",3841,,3841,3841,0,,,,,,,,,,,,,,,,,,5231,2020,,5231,5231,0,,,,,,,,,,,,,,,,,,,,,,
"17000670002",39411,,39411,39411,0,,,,,,,,,,,,,,,,,,44500,,,44500,44500,0,,,,,,,,,,,,,,,,,,,,,,
"12000504002",8750,,8750,0,8750,,,,,,,,,,,,,,,,,,12500,2031,,12500,0,12500,,,,,,,,,,,,,,,,,,,,,,
"06001017002",1093,,1093,1093,0,,,,,,,,,,,,,,,,,,1300,2022,,1300,1300,0,,,,,,,,,,,,,,,,,,,,,,
"31001817001",,,,,,455,192,2.37,,,,,,,,,,,,,,,,,,,,,455,192,2.37,,,,,,,,,,,,,,,,,,,
"28000930003",,,,,,1579,581,2.72,,,,,,,,,,,,,,,2430,,,2430,2430,0,,,2.72,,,,,,,,,,,,,,,,,,,
"27044000661",912,,912,912,0,,,,,,,,,,,,,,,,,,1045,2028,,1045,1045,0,,,,,,,,,,,,,,,,,,,,,,
"47000930003",20000,974,20974,0,20974,,,,,,,,,,,,,,,,,,27000,2020,1015,28015,0,28015,,,,,,,,,,,,,,,,,,,,,,
"29002415002",1300,,1300,0,1300,,,,,,,,,,,,,,,,,,3500,,,3500,0,3500,,,,,,,,,,,,,,,,,,,,,,
"28000990003",,,,,,146,56,2.62,,,,,,,,,,,,,,,150,2028,,150,150,0,,,2.62,,,,,,,,,,,,,,,,,,,
"28001778006",,,,,,1143,436,2.62,,,,,,,,,,,,,,,1200,2008,,1200,1200,0,,,2.62,,,,,,,,,,,,,,,,,,,
"17002037001",,,,,,,,,,,,,,,,,,,,,,,,,8170,8170,0,8170,,,,,,,,,,,,,,,,,,,,,,
"17000344002",,,,,,,,,,,,,,,,,,,,,,,,,59000,59000,0,59000,,,,,,,,,,,,,,,,,,,,,,
"17002038001",466,,466,466,0,,,,,,,,,,,,,,,,,,466,,,466,466,0,,,,,,,,,,,,,,,,,,,,,,
"17002039001",372,,372,0,372,,,,,,,,,,,,,,,,,,372,,,372,0,372,,,,,,,,,,,,,,,,,,,,,,
"39010030001",,,,,,2460,1000,2.46,,,,,,,,,,,,,,,,,,,,,2460,1000,2.46,,,,,,,,,,,,,,,,,,,
"39010090001",,,,,,2430,1000,2.43,,,,,,,,,,,,,,,,,,,,,2430,1000,2.43,,,,,,,,,,,,,,,,,,,
"39008001004",9900,,9900,9900,0,,,,,,,,,,,,,,,,,,9900,,,9900,9900,0,,,,,,,,,,,,,,,,,,,,,,
"39001081002",20714,,20714,20714,0,43,18,2.39,,,,,,,,,,,,,,,21218,,,21218,21218,0,,,2.39,,,,,,,,,,,,,,,,,,,
"39010250001",,,,,,13,5,2.67,,,,,,,,,,,,,,,,,,,,,13,5,2.67,,,,,,,,,,,,,,,,,,,
"39010190001",,,,,,1245,500,2.49,,,,,,,,,,,,,,,,,,,,,1245,500,2.49,,,,,,,,,,,,,,,,,,,
"10000001002",18517,1129,19646,0,19646,,,,,,,58483,2120,60603,0,60603,,,,,,,20418,,4935,25353,0,25353,,,,,,,,,84582,,3596,88178,0,88178,,,,,,,,
"10000001005",1125,,1125,1125,0,,,,,,,,,,,,,,,,,,1489,,,1489,1489,0,,,,,,,,,,,,,,,,,,,,,,
"10000001008",17083,6463,23546,0,23546,,,,,,,10679,2150,12829,0,12829,,,,,,,32975,,13529,46504,0,46504,,,,,,,,,36282,,2150,38432,0,38432,,,,,,,,
"10000001009",1270,,1270,1270,0,,,,,,,,,,,,,,,,,,1270,,,1270,1270,0,,,,,,,,,,,,,,,,,,,,,,
"10000001029",3233,,3233,3233,0,,,,,,,,,,,,,,,,,,6670,,,6670,6670,0,,,,,,,,,,,,,,,,,,,,,,
"10000002001",2013,1125,3138,0,3138,,,,,,,1125,,1125,0,1125,,,,,,,4500,,1489,5989,0,5989,,,,,,,,,1489,,,1489,0,1489,,,,,,,,
"10000005001",1632,,1632,1632,0,,,,,,,,,,,,,,,,,,2536,,,2536,2536,0,,,,,,,,,,,,,,,,,,,,,,
"10000007001",6422,1270,7692,0,7692,,,,,,,500,,500,0,500,,,,,,,12286,,1270,13556,0,13556,,,,,,,,,100,,,100,0,100,,,,,,,,
"10000011007",670,,670,670,0,,,,,,,,,,,,,,,,,,670,,,670,670,0,,,,,,,,,,,,,,,,,,,,,,
"10000012001",2000,,2000,2000,0,,,,,,,,,,,,,,,,,,2000,,,2000,2000,0,,,,,,,,,,,,,,,,,,,,,,
"10000013001",3241,,3241,3241,0,,,,,,,,,,,,,,,,,,6500,,,6500,6500,0,,,,,,,,,,,,,,,,,,,,,,
"10000014001",37479,,37479,37479,0,,,,,,,300,,300,300,0,,,,,,,39226,,,39226,39226,0,,,,,,,,,300,,,300,300,0,,,,,,,,
"10000015001",10000,,10000,10000,0,,,,,,,,,,,,,,,,,,20000,,,20000,20000,0,,,,,,,,,,,,,,,,,,,,,,
"10000016001",3161,,3161,3161,0,,,,,,,,,,,,,,,,,,3600,,,3600,3600,0,,,,,,,,,,,,,,,,,,,,,,
"10000016003",300,,300,300,0,,,,,,,,,,,,,,,,,,300,,,300,300,0,,,,,,,,,,,,,,,,,,,,,,
"10000017001",9302,,9302,9302,0,,,,,,,227,,227,227,0,,,,,,,19273,,,19273,19273,0,,,,,,,,,400,,,400,400,0,,,,,,,,
"10000018001",7500,,7500,0,7500,,,,,,,80,,80,0,80,,,,,,,11250,,,11250,0,11250,,,,,,,,,900,,,900,0,900,,,,,,,,
"10000023008",676,,676,0,676,,,,,,,,,,,,,,,,,,988,,,988,0,988,,,,,,,,,,,,,,,,,,,,,,
"10000025001",5655,,5655,5655,0,,,,,,,,,,,,,,,,,,8429,,,8429,8429,0,,,,,,,,,,,,,,,,,,,,,,
"10000200002",2065,,2065,2065,0,,,,,,,,,,,,,,,,,,2065,,,2065,2065,0,,,,,,,,,,,,,,,,,,,,,,
"10000230012",379717,,379717,379717,0,,,,,,,,,,,,,,,,,,393631,,,393631,393631,0,,,,,,,,,,,,,,,,,,,,,,
"08000003001",4129,,4129,0,4129,,,,,,,,,,,,,,,,,,4129,2013,571,4700,0,4700,,,,,,,,,,,,,,,,,,,,,,
"08000004001",1854,,1854,0,1854,,,,,,,,,,,,,,,,,,2000,,,2000,0,2000,,,,,,,,,,,,,,,,,,,,,,
"08000006001",2287,,2287,0,2287,,,,,,,,,,,,,,,,,,2550,,,2550,0,2550,,,,,,,,,,,,,,,,,,,,,,
"08000009001",1150,,1150,0,1150,,,,,,,,,,,,,,,,,,1328,,,1328,0,1328,,,,,,,,,,,,,,,,,,,,,,
"08000011001",4286,,4286,0,4286,,,,,,,200,,200,0,200,,,,,,,4286,,,4286,0,4286,,,,,,,,,200,,,200,0,200,,,,,,,,
"08000012001",1900,,1900,0,1900,,,,,,,,,,,,,,,,,,1900,2013,,1900,0,1900,,,,,,,,,,,,,,,,,,,,,,
"55008140002",1100,,1100,1100,0,,,,,,,700,,700,700,0,,,,,,,2720,2020,,2720,2720,0,,,,,,,,,700,,,700,700,0,,,,,,,,
"48002020004",,,,,,4600,1278,3.6,,,,,,,,,,,,,,,7900,,,7900,0,7900,,,3.6,,,,,,,,,,,,,,,,,,,
"48008230001",,,,,,557,230,2.42,,,,,,,,,,,,,,,,,,,,,557,230,2.42,,,,,,,,,,,,,,,,,,,
"17002025001",825,,825,0,825,,,,,,,,,,,,,,,,,,2784,,,2784,0,2784,,,,,,,,,,,,,,,,,,,,,,
"37009002005",,,,,,,,,,,,155,,155,0,155,,,,,,,,,,,,,,,,,,,,,475,,,475,0,475,,,,,,,,
"42004190905",100,,100,0,100,,,,,,,,,,,,,,,,,,100,,,100,0,100,,,,,,,,,,,,,,,,,,,,,,
"42002054002",2678,,2678,2678,0,,,,,,,,,,,,,,,,,,2678,,,2678,2678,0,,,,,,,,,,,,,,,,,,,,,,
"16000085201",324,,324,324,0,,,,,,,,,,,,,,,,,,324,,,324,324,0,,,,,,,,,,,,,,,,,,,,,,
"40000805001",5000,,5000,0,5000,,,,,,,,,,,,,,,,,,5000,2020,,5000,0,5000,,,,,,,,,,,,,,,,,,,,,,
"40000178007",250,,250,0,250,,,,,,,,,,,,,,,,,,250,2020,,250,0,250,,,,,,,,,,,,,,,,,,,,,,
"29001237047",20,,20,20,0,,,,,,,,,,,,,,,,,,40,,,40,40,0,,,,,,,,,,,,,,,,,,,,,,
"29001237048",162,,162,0,162,,,,,,,,,,,,,,,,,,200,2024,,200,200,0,,,,,,,,,,,,,,,,,,,,,,
"29001237049",100,,100,0,100,,,,,,,,,,,,,,,,,,250,,,250,250,0,,,,,,,,,,,,,,,,,,,,,,
"55005300001",,,,,,250,104,2.41,,,,,,,,,,,,,,,135,,,135,135,0,,,2.41,,,,,,,,,,,,,,,,,,,
"34003314002",3342,,3342,3342,0,,,,,,,,,,,,,,,,,,3342,2012,,3342,3342,0,,,,,,,,,,,,,,,,,,,,,,
"42003009003",,,,,,2000,766,2.61,,,,,,,,,,,,,,,2000,,,2000,0,2000,,,2.61,,,,,,,,,,,,,,,,,,,
"08194000000",9100,,9100,0,9100,,,,,,,,,,,,,,,,,,9100,,,9100,0,9100,,,,,,,,,,,,,,,,,,,,,,
"42003192010",,,,,,220,88,2.5,,,,,,,,,,,,,,,220,,,220,0,220,,,2.5,,,,,,,,,,,,,,,,,,,
"08197000000",800,,800,800,0,,,,,,,,,,,,,,,,,,800,2013,,800,800,0,,,,,,,,,,,,,,,,,,,,,,
"42003082002",,,,,,430,178,2.41,,,,,,,,,,,,,,,430,,,430,430,0,,,2.41,,,,,,,,,,,,,,,,,,,
"42004285011",,,,,,150,58,2.6,,,,,,,,,,,,,,,150,,,150,0,150,,,2.6,,,,,,,,,,,,,,,,,,,
"08000023001",3500,,3500,0,3500,474,188,2.52,,,,,,,,,,,,,,,3500,,,3500,0,3500,3,1,2.52,,,,,,,,,,,,,,,,,,,
"08000024001",15000,,15000,15000,0,,,,,,,,,,,,,,,,,,16000,,,16000,16000,0,,,,,,,,,,,,,,,,,,,,,,
"08000027001",106433,,106433,106433,0,,,,,,,,,,,,,,,,,,143000,,,143000,143000,0,,,,,,,,,,,,,,,,,,,,,,
"08000034003",110000,,110000,0,110000,,,,,,,,,,,,,,,,,,128000,2030,,128000,0,128000,,,,,,,,,,,,,,,,,,,,,,
"08000035001",13956,,13956,0,13956,,,,,,,,,,,,,,,,,,13956,,,13956,0,13956,,,,,,,,,,,,,,,,,,,,,,
"08000036001",3500,,3500,0,3500,,,,,,,,,,,,,,,,,,3500,,,3500,0,3500,,,,,,,,,,,,,,,,,,,,,,
"08000037001",146762,,146762,0,146762,,,,,,,,,,,,,,,,,,165000,,,165000,0,165000,,,,,,,,,,,,,,,,,,,,,,
"08000037002",20000,,20000,0,20000,,,,,,,,,,,,,,,,,,34500,,,34500,0,34500,,,,,,,,,,,,,,,,,,,,,,
"08000041001",57352,,57352,0,57352,,,,,,,,,,,,,,,,,,95000,2031,,95000,0,95000,,,,,,,,,,,,,,,,,,,,,,
"08000044001",94962,,94962,0,94962,,,,,,,3500,,3500,0,3500,,,,,,,125796,2020,,125796,0,125796,,,,,,,,,3500,,,3500,0,3500,,,,,,,,
"08000049001",1900,,1900,0,1900,,,,,,,600,,600,0,600,,,,,,,2500,2028,,2500,0,2500,,,,,,,,,1000,2028,,1000,0,1000,,,,,,,,
"08000051001",155,,155,0,155,,,,,,,,,,,,,,,,,,155,,,155,0,155,,,,,,,,,,,,,,,,,,,,,,
"08000054003",3600,,3600,0,3600,,,,,,,,,,,,,,,,,,4200,,,4200,0,4200,,,,,,,,,,,,,,,,,,,,,,
"08000055001",394,,394,0,394,,,,,,,,,,,,,,,,,,394,,,394,0,394,,,,,,,,,,,,,,,,,,,,,,
"08000062001",37512,,37512,37512,0,,,,,,,50,,50,50,0,,,,,,,50000,,,50000,50000,0,,,,,,,,,,,,,,,,,,,,,,
"08000070001",,1547142,1547142,0,1547142,,,,,,,,10000,10000,0,10000,,,,,,,,,1712722,1712722,0,1712722,,,,,,,,,,,10000,10000,0,10000,,,,,,,,
"08000071002",,67783,67783,0,67783,,,,,,,,,,,,,,,,,,,,70039,70039,0,70039,,,,,,,,,,,,,,,,,,,,,,
"25000420001",,,,,,1729,752,2.3,,,,,,,,,,,,,,,,,,,,,1875,815,2.3,2024,,,,,,,,,,,,,,,,,,
"25000440001",,,,,,5334,2100,2.54,,,,,,,,,,,,,,,,,,,,,7518,2960,2.54,2028,,,,,,,,,,,,,,,,,,
"25000430001",,,,,,2345,916,2.56,,,,,,,,,,,,,,,,,,,,,2543,993,2.56,2024,,,,,,,,,,,,,,,,,,
"25000450001",,,,,,2123,892,2.38,,,,,,,,,,,,,,,,,,,,,2303,968,2.38,2024,,,,,,,,,,,,,,,,,,
"04001302002",,,,,,,,,,,,,,,,,,,,,,,32847,,,32847,0,32847,,,,,,,,,,,,,,,,,,,,,,
"25000460001",,,,,,1285,510,2.52,,,,,,,,,,,,,,,,,,,,,1537,610,2.52,2028,,,,,,,,,,,,,,,,,,
"25000470001",,,,,,3950,1543,2.56,,,,,,,,,,,,,,,,,,,,,5430,2121,2.56,2028,,,,,,,,,,,,,,,,,,
"41000064002",1000,,1000,1000,0,,,,,,,,,,,,,,,,,,1000,,,1000,1000,0,,,,,,,,,,,,,,,,,,,,,,
"42005428002",400,,400,400,0,,,,,,,,,,,,,,,,,,400,,,400,400,0,,,,,,,,,,,,,,,,,,,,,,
"42006205002",,,,,,431,174,2.47,,,,,,,,,,,,,,,431,,,431,431,0,,,2.47,,,,,,,,,,,,,,,,,,,
"42006131002",,,,,,885,361,2.45,,,,,,,,,,,,,,,855,,,855,855,0,,,2.45,,,,,,,,,,,,,,,,,,,
"42006161101",567,,567,0,567,,,,,,,,,,,,,,,,,,567,,238,805,0,805,,,,,,,,,,,,,,,,,,,,,,
"42006161102",,,,,,238,97,2.45,,,,,,,,,,,,,,,238,,,238,238,0,,,2.45,,,,,,,,,,,,,,,,,,,
"42006181101",1643,,1643,0,1643,,,,,,,,,,,,,,,,,,1955,,,1955,0,1955,,,,,,,,,,,,,,,,,,,,,,
"42006217201",192,,192,0,192,,,,,,,,,,,,,,,,,,192,,,192,0,192,,,,,,,,,,,,,,,,,,,,,,
"42005280101",554,,554,0,554,,,,,,,,,,,,,,,,,,604,,,604,0,604,,,,,,,,,,,,,,,,,,,,,,
"40000721001",,,,,,125,52,2.4,,,,,,,,,,,,,,,125,,,125,0,125,,,2.4,,,,,,,,,,,,,,,,,,,
"17002018001",,,,,,600,246,2.44,,,,,,,,,,,,,,,300,,,300,300,0,,,2.44,,,,,,,,,,,,,,,,,,,
"42003013102",600,,600,0,600,,,,,,,,,,,,,,,,,,600,,293,893,0,893,,,,,,,,,,,,,,,,,,,,,,
"37002905001",,,,,,2910,1164,2.5,,,,,,,,,,,,,,,,,,,,,2960,1184,2.5,,,,,,,,,,,,,,,,,,,
"17002019001",591,,591,0,591,,,,,,,,,,,,,,,,,,3179,,,3179,0,3179,,,,,,,,,,,,,,,,,,,,,,
"12000120009",1000,,1000,0,1000,,,,,,,,,,,,,,,,,,3000,2031,,3000,0,3000,,,,,,,,,,,,,,,,,,,,,,
"37002906001",,,,,,,,,,,,2200,,2200,0,2200,,,,,,,,,,,,,,,,,,,,,4500,,,4500,4500,0,,,,,,,,
"21000221002",,,,,,442,179,2.47,,,,,,,,,,,,,,,269,,,269,0,269,,,2.47,,,,,,,,,,,,,,,,,,,
"37008011001",100,,100,100,0,,,,,,,,,,,,,,,,,,750,,,750,750,0,,,,,,,,,,,,,,,,,,,,,,
"37004801001",,,,,,300,127,2.36,,,,,,,,,,,,,,,,,,,,,500,212,2.36,,,,,,,,,,,,,,,,,,,
"37008404001",,,,,,685,272,2.52,,,,,,,,,,,,,,,,,,,,,736,292,2.52,,,,,,,,,,,,,,,,,,,
"42000033002",5000,,5000,0,5000,,,,,,,,,,,,,,,,,,5000,,,5000,0,5000,,,,,,,,,,,,,,,,,,,,,,
"05000304002",17650,,17650,17650,0,,,,,,,,,,,,,,,,,,25000,2030,,25000,25000,0,,,,,,,,,,,,,,,,,,,,,,
"06005019004",18908,,18908,0,18908,,,,,,,,,,,,,,,,,,32635,2022,,32635,0,32635,,,,,,,,,,,,,,,,,,,,,,
"17000234004",,26150,26150,26150,0,,,,,,,,,,,,,,,,,,,,34903,34903,34903,0,,,,,,,,,,,,,,,,,,,,,,
"48001143002",170,,170,170,0,,,,,,,,,,,,,,,,,,170,,,170,170,0,,,,,,,,,,,,,,,,,,,,,,
"48001005002",,,,,,760,261,2.91,,,,,,,,,,,,,,,,,,,,,760,261,2.91,,,,,,,,,,,,,,,,,,,
"34002370002",14081,,14081,14081,0,3272,1249,2.62,24,9,2.62,,,,,,,,,,,,15211,2028,,15211,15211,0,3144,1200,2.62,,24,9,2.62,,,,,,,,,,,,,,,
"29001237056",125,,125,0,125,,,,,,,,,,,,,,,,,,218,,,218,218,0,,,,,,,,,,,,,,,,,,,,,,
"29001237054",55,,55,0,55,,,,,,,,,,,,,,,,,,207,,,207,0,207,,,,,,,,,,,,,,,,,,,,,,
"51000424001",2007,,2007,0,2007,,,,,,,,,,,,,,,,,,2007,,1349,3356,0,3356,,,,,,,,,,,,,,,,,,,,,,
"29001237053",30,,30,0,30,,,,,,,,,,,,,,,,,,33,,,33,33,0,,,,,,,,,,,,,,,,,,,,,,
"36001027100",,,,,,650,220,2.96,,,,,,,,,,,,,,,,,,,,,680,230,2.96,,,,,,,,,,,,,,,,,,,
"06002032005",194000,,194000,0,194000,,,,,,,,,,,,,,,,,,217500,2024,,217500,0,217500,,,,,,,,,,,,,,,,,,,,,,
"04001302003",,,,,,,,,,,,,,,,,,,,,,,14542,2030,,14542,0,14542,,,,,,,,,,,,,,,,,,,,,,
"25000480001",,,,,,4796,1903,2.52,,,,,,,,,,,,,,,,,,,,,5202,2064,2.52,2024,,,,,,,,,,,,,,,,,,
"42004071003",,,,,,200,82,2.45,,,,,,,,,,,,,,,200,,,200,200,0,,,2.45,,,,,,,,,,,,,,,,,,,
"42003259005",,,,,,600,241,2.49,,,,,,,,,,,,,,,600,,,600,600,0,,,2.49,,,,,,,,,,,,,,,,,,,
