,STATE,STATEFP,COUNTY,NAMELSAD,COUNTYFP,PRES_RES_RECEIVING_COLLCTN,PRES_N_RES_RECEIVING_COLLCTN,epa_data,cbsa_fips,cbsa_name,metro_micro,central_outlying_county
259,MT,30,Golden Valley,Golden Valley County,37,268.0,0.0,True,13740.0,"Billings, MT",Metropolitan Statistical Area,Outlying
260,MT,30,Musselshell,Musselshell County,65,0.0,0.0,False,,,Rural Area,
261,MT,30,Jefferson,Jefferson County,43,2691.0,0.0,True,25740.0,"Helena, MT",Micropolitan Statistical Area,Outlying
262,MT,30,Chouteau,Chouteau County,15,1047.0,0.0,True,,,Rural Area,
263,MT,30,Phillips,Phillips County,71,2562.0,0.0,True,,,Rural Area,
264,MT,30,Dawson,Dawson County,21,7004.0,0.0,True,,,Rural Area,
265,MT,30,Ravalli,Ravalli County,81,6172.0,0.0,True,,,Rural Area,
266,MT,30,Mineral,Mineral County,61,1312.0,0.0,True,,,Rural Area,
267,MT,30,Daniels,Daniels County,19,1036.0,0.0,True,,,Rural Area,
268,MT,30,Meagher,Meagher County,59,939.0,0.0,True,,,Rural Area,
269,MT,30,Carbon,Carbon County,9,4365.0,0.0,True,13740.0,"Billings, MT",Metropolitan Statistical Area,Outlying
270,MT,30,Fergus,Fergus County,27,7533.0,0.0,True,,,Rural Area,
271,MT,30,Powell,Powell County,77,3461.0,0.0,True,,,Rural Area,
272,MT,30,Teton,Teton County,99,2818.0,0.0,True,,,Rural Area,
273,MT,30,Roosevelt,Roosevelt County,85,8293.0,0.0,True,,,Rural Area,
274,MT,30,Toole,Toole County,101,3400.0,0.0,True,,,Rural Area,
275,MT,30,Treasure,Treasure County,103,410.0,0.0,True,,,Rural Area,
276,MT,30,Park,Park County,67,8159.0,8501.0,True,,,Rural Area,
277,MT,30,Wheatland,Wheatland County,107,1017.0,0.0,True,,,Rural Area,
278,MT,30,Valley,Valley County,105,4515.0,0.0,True,,,Rural Area,
279,MT,30,Stillwater,Stillwater County,95,1200.0,0.0,True,,,Rural Area,
280,MT,30,Judith Basin,Judith Basin County,45,0.0,0.0,False,,,Rural Area,
281,MT,30,Sweet Grass,Sweet Grass County,97,1650.0,0.0,True,,,Rural Area,
282,MT,30,Sheridan,Sheridan County,91,1968.0,0.0,True,,,Rural Area,
283,MT,30,Yellowstone,Yellowstone County,111,98706.0,0.0,True,13740.0,"Billings, MT",Metropolitan Statistical Area,Central
284,SD,46,Deuel,Deuel County,39,0.0,0.0,False,,,Rural Area,
285,SD,46,Douglas,Douglas County,43,0.0,0.0,False,,,Rural Area,
286,SD,46,Spink,Spink County,115,2770.0,0.0,True,,,Rural Area,
287,SD,46,Ziebach,Ziebach County,137,0.0,0.0,False,,,Rural Area,
288,SD,46,Stanley,Stanley County,117,2059.0,0.0,True,38180.0,"Pierre, SD",Micropolitan Statistical Area,Central
289,SD,46,Jackson,Jackson County,71,0.0,0.0,False,,,Rural Area,
290,SD,46,Perkins,Perkins County,105,0.0,0.0,False,,,Rural Area,
291,SD,46,Pennington,Pennington County,103,0.0,0.0,False,39660.0,"Rapid City, SD",Metropolitan Statistical Area,Central
292,SD,46,Davison,Davison County,35,312.0,0.0,True,33580.0,"Mitchell, SD",Micropolitan Statistical Area,Central
293,SD,46,Walworth,Walworth County,129,0.0,0.0,False,,,Rural Area,
294,SD,46,Bennett,Bennett County,7,0.0,0.0,False,,,Rural Area,
295,SD,46,Lake,Lake County,79,0.0,0.0,False,,,Rural Area,
296,SD,46,Hughes,Hughes County,65,0.0,0.0,False,38180.0,"Pierre, SD",Micropolitan Statistical Area,Central
297,SD,46,Roberts,Roberts County,109,0.0,0.0,False,,,Rural Area,
298,SD,46,Turner,Turner County,125,1259.0,0.0,True,43620.0,"Sioux Falls, SD",Metropolitan Statistical Area,Outlying
299,SD,46,Clark,Clark County,25,0.0,0.0,False,,,Rural Area,
300,SD,46,Gregory,Gregory County,53,0.0,0.0,False,,,Rural Area,
301,SD,46,Jerauld,Jerauld County,73,460.0,0.0,True,,,Rural Area,
302,SD,46,Corson,Corson County,31,0.0,0.0,False,,,Rural Area,
303,SD,46,Harding,Harding County,63,0.0,0.0,False,,,Rural Area,
304,SD,46,Sanborn,Sanborn County,111,0.0,0.0,False,,,Rural Area,
305,SD,46,Minnehaha,Minnehaha County,99,157054.0,0.0,True,43620.0,"Sioux Falls, SD",Metropolitan Statistical Area,Central
306,SD,46,Yankton,Yankton County,135,12703.0,0.0,True,49460.0,"Yankton, SD",Micropolitan Statistical Area,Central
307,SD,46,Lyman,Lyman County,85,0.0,0.0,False,,,Rural Area,
308,SD,46,Grant,Grant County,51,0.0,0.0,False,,,Rural Area,
309,SD,46,Tripp,Tripp County,123,3354.0,0.0,True,,,Rural Area,
310,SD,46,Sully,Sully County,119,0.0,0.0,False,38180.0,"Pierre, SD",Micropolitan Statistical Area,Outlying
311,SD,46,Buffalo,Buffalo County,17,0.0,0.0,False,,,Rural Area,
312,SD,46,Moody,Moody County,101,719.0,0.0,True,,,Rural Area,
313,SD,46,Marshall,Marshall County,91,1692.0,0.0,True,,,Rural Area,
314,SD,46,McCook,McCook County,87,0.0,0.0,False,43620.0,"Sioux Falls, SD",Metropolitan Statistical Area,Outlying
315,SD,46,Beadle,Beadle County,5,0.0,0.0,False,26700.0,"Huron, SD",Micropolitan Statistical Area,Central
316,SD,46,Hyde,Hyde County,69,0.0,0.0,False,,,Rural Area,
317,SD,46,Aurora,Aurora County,3,0.0,0.0,False,,,Rural Area,
318,SD,46,Bon Homme,Bon Homme County,9,0.0,0.0,False,,,Rural Area,
319,SD,46,Butte,Butte County,19,0.0,0.0,False,,,Rural Area,
320,SD,46,Brookings,Brookings County,11,15314.0,0.0,True,15100.0,"Brookings, SD",Micropolitan Statistical Area,Central
321,SD,46,Campbell,Campbell County,21,0.0,0.0,False,,,Rural Area,
322,SD,46,Codington,Codington County,29,0.0,0.0,False,47980.0,"Watertown, SD",Micropolitan Statistical Area,Central
323,SD,46,Clay,Clay County,27,0.0,0.0,False,46820.0,"Vermillion, SD",Micropolitan Statistical Area,Central
324,SD,46,Edmunds,Edmunds County,45,0.0,0.0,False,10100.0,"Aberdeen, SD",Micropolitan Statistical Area,Outlying
325,SD,46,Haakon,Haakon County,55,1077.0,0.0,True,,,Rural Area,
326,SD,46,Custer,Custer County,33,2765.0,1650.0,True,39660.0,"Rapid City, SD",Metropolitan Statistical Area,Outlying
327,SD,46,Hamlin,Hamlin County,57,0.0,0.0,False,,,Rural Area,
328,SD,46,Day,Day County,37,766.0,0.0,True,,,Rural Area,
329,SD,46,Fall River,Fall River County,47,0.0,0.0,False,,,Rural Area,
330,SD,46,Brule,Brule County,15,0.0,0.0,False,,,Rural Area,
331,SD,46,Hanson,Hanson County,61,0.0,0.0,False,33580.0,"Mitchell, SD",Micropolitan Statistical Area,Outlying
332,SD,46,Lawrence,Lawrence County,81,0.0,0.0,False,43940.0,"Spearfish, SD",Micropolitan Statistical Area,Central
333,SD,46,Hand,Hand County,59,0.0,0.0,False,,,Rural Area,
334,SD,46,Mellette,Mellette County,95,0.0,0.0,False,,,Rural Area,
335,SD,46,Lincoln,Lincoln County,83,3629.0,0.0,True,43620.0,"Sioux Falls, SD",Metropolitan Statistical Area,Central
336,SD,46,Meade,Meade County,93,2330.0,0.0,True,39660.0,"Rapid City, SD",Metropolitan Statistical Area,Central
337,SD,46,Faulk,Faulk County,49,1334.0,0.0,True,,,Rural Area,
338,SD,46,Charles Mix,Charles Mix County,23,0.0,0.0,False,,,Rural Area,
339,SD,46,Kingsbury,Kingsbury County,77,0.0,0.0,False,,,Rural Area,
340,SD,46,Todd,Todd County,121,0.0,0.0,False,,,Rural Area,
341,SD,46,Union,Union County,127,1849.0,0.0,True,43580.0,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,Central
342,SD,46,McPherson,McPherson County,89,1389.0,0.0,True,,,Rural Area,
343,SD,46,Shannon,Shannon County,113,0.0,0.0,False,,,Rural Area,
344,SD,46,Jones,Jones County,75,0.0,0.0,False,,,Rural Area,
345,SD,46,Potter,Potter County,107,0.0,0.0,False,,,Rural Area,
346,SD,46,Hutchinson,Hutchinson County,67,0.0,0.0,False,,,Rural Area,
347,SD,46,Miner,Miner County,97,0.0,0.0,False,,,Rural Area,
348,SD,46,Brown,Brown County,13,0.0,0.0,False,,,Rural Area,
349,SD,46,Dewey,Dewey County,41,2820.0,0.0,True,,,Rural Area,
350,OR,41,Clatsop,Clatsop County,7,68040.0,14850.0,True,11820.0,"Astoria, OR",Micropolitan Statistical Area,Central
351,OR,41,Lake,Lake County,37,3150.0,0.0,True,,,Rural Area,
352,OR,41,Douglas,Douglas County,19,62942.0,1908.0,True,40700.0,"Roseburg, OR",Micropolitan Statistical Area,Central
353,OR,41,Union,Union County,61,21889.0,250.0,True,29260.0,"La Grande, OR",Micropolitan Statistical Area,Central
354,OR,41,Harney,Harney County,25,4617.0,1500.0,True,,,Rural Area,
355,OR,41,Washington,Washington County,67,805701.0,0.0,True,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central
356,OR,41,Benton,Benton County,3,62864.0,152.0,True,18700.0,"Corvallis, OR",Metropolitan Statistical Area,Central
357,OR,41,Clackamas,Clackamas County,5,367443.0,0.0,True,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central
358,OR,41,Lincoln,Lincoln County,41,32740.0,7125.0,True,35440.0,"Newport, OR",Micropolitan Statistical Area,Central
359,OR,41,Klamath,Klamath County,35,51349.0,0.0,True,28900.0,"Klamath Falls, OR",Micropolitan Statistical Area,Central
360,OR,41,Wallowa,Wallowa County,63,2304.0,0.0,True,,,Rural Area,
361,OR,41,Tillamook,Tillamook County,57,9525.0,4102.0,True,,,Rural Area,
362,OR,41,Crook,Crook County,13,6300.0,0.0,True,39260.0,"Prineville, OR",Micropolitan Statistical Area,Central
363,OR,41,Jackson,Jackson County,29,163073.0,0.0,True,32780.0,"Medford, OR",Metropolitan Statistical Area,Central
364,OR,41,Columbia,Columbia County,9,20217.0,0.0,True,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Outlying
365,OR,41,Baker,Baker County,1,11312.0,54.0,True,,,Rural Area,
366,OR,41,Coos,Coos County,11,29072.0,0.0,True,18300.0,"Coos Bay, OR",Micropolitan Statistical Area,Central
367,OR,41,Gilliam,Gilliam County,21,1380.0,0.0,True,,,Rural Area,
368,OR,41,Hood River,Hood River County,27,10987.0,0.0,True,26220.0,"Hood River, OR",Micropolitan Statistical Area,Central
369,OR,41,Deschutes,Deschutes County,17,66061.0,5.0,True,13460.0,"Bend-Redmond, OR",Metropolitan Statistical Area,Central
370,OR,41,Josephine,Josephine County,33,54347.0,150.0,True,24420.0,"Grants Pass, OR",Metropolitan Statistical Area,Central
371,OR,41,Marion,Marion County,47,308554.0,125.0,True,41420.0,"Salem, OR",Metropolitan Statistical Area,Central
372,OR,41,Sherman,Sherman County,55,765.0,0.0,True,,,Rural Area,
373,OR,41,Morrow,Morrow County,49,4510.0,0.0,True,25840.0,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Outlying
374,OR,41,Yamhill,Yamhill County,71,64456.0,0.0,True,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Outlying
375,OR,41,Jefferson,Jefferson County,31,9650.0,0.0,True,,,Rural Area,
376,OR,41,Curry,Curry County,15,14605.0,3200.0,True,15060.0,"Brookings, OR",Micropolitan Statistical Area,Central
377,OR,41,Grant,Grant County,23,2292.0,100.0,True,,,Rural Area,
378,OR,41,Linn,Linn County,43,73149.0,0.0,True,10540.0,"Albany, OR",Metropolitan Statistical Area,Central
379,OR,41,Umatilla,Umatilla County,59,31318.0,0.0,True,25840.0,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Central
380,OR,41,Wheeler,Wheeler County,69,815.0,0.0,True,,,Rural Area,
381,OR,41,Wasco,Wasco County,65,1550.0,688.0,True,45520.0,"The Dalles, OR",Micropolitan Statistical Area,Central
382,OR,41,Malheur,Malheur County,45,3465.0,0.0,True,36620.0,"Ontario, OR-ID",Micropolitan Statistical Area,Central
383,OR,41,Lane,Lane County,39,250452.0,0.0,True,21660.0,"Eugene, OR",Metropolitan Statistical Area,Central
384,OR,41,Multnomah,Multnomah County,51,840373.0,0.0,True,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central
385,OR,41,Polk,Polk County,53,20395.0,0.0,True,41420.0,"Salem, OR",Metropolitan Statistical Area,Central
386,UT,49,Kane,Kane County,25,5411.0,465.0,True,,,Rural Area,
387,UT,49,Daggett,Daggett County,9,455.0,215.0,True,,,Rural Area,
388,UT,49,Summit,Summit County,43,31088.0,36177.0,True,44920.0,"Summit Park, UT",Micropolitan Statistical Area,Central
389,UT,49,Cache,Cache County,5,52956.0,0.0,True,30860.0,"Logan, UT-ID",Metropolitan Statistical Area,Central
390,UT,49,Wayne,Wayne County,55,219.0,0.0,True,,,Rural Area,
391,UT,49,Washington,Washington County,53,56016.0,1025.0,True,41100.0,"St. George, UT",Metropolitan Statistical Area,Central
392,UT,49,Beaver,Beaver County,1,5428.0,0.0,True,,,Rural Area,
393,UT,49,Carbon,Carbon County,7,18460.0,0.0,True,39220.0,"Price, UT",Micropolitan Statistical Area,Central
394,UT,49,Juab,Juab County,23,7702.0,0.0,True,39340.0,"Provo-Orem, UT",Metropolitan Statistical Area,Outlying
395,UT,49,Iron,Iron County,21,37533.0,1950.0,True,16260.0,"Cedar City, UT",Micropolitan Statistical Area,Central
396,UT,49,Morgan,Morgan County,29,6896.0,0.0,True,36260.0,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Outlying
397,UT,49,Box Elder,Box Elder County,3,37309.0,0.0,True,36260.0,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Central
398,UT,49,Duchesne,Duchesne County,13,9182.0,0.0,True,,,Rural Area,
399,UT,49,Emery,Emery County,15,9124.0,400.0,True,,,Rural Area,
400,UT,49,Garfield,Garfield County,17,3045.0,500.0,True,,,Rural Area,
401,UT,49,Millard,Millard County,27,6765.0,0.0,True,,,Rural Area,
402,UT,49,Rich,Rich County,33,991.0,800.0,True,,,Rural Area,
403,UT,49,Piute,Piute County,31,0.0,0.0,False,,,Rural Area,
404,UT,49,Utah,Utah County,49,502017.0,625.0,True,39340.0,"Provo-Orem, UT",Metropolitan Statistical Area,Central
405,UT,49,Grand,Grand County,19,2316.0,0.0,True,,,Rural Area,
406,UT,49,Davis,Davis County,11,312183.0,0.0,True,36260.0,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Central
407,UT,49,Wasatch,Wasatch County,51,17062.0,0.0,True,25720.0,"Heber, UT",Micropolitan Statistical Area,Central
408,UT,49,Uintah,Uintah County,47,21028.0,0.0,True,46860.0,"Vernal, UT",Micropolitan Statistical Area,Central
409,UT,49,Sanpete,Sanpete County,39,22098.0,0.0,True,,,Rural Area,
410,UT,49,Tooele,Tooele County,45,49059.0,0.0,True,41620.0,"Salt Lake City, UT",Metropolitan Statistical Area,Outlying
411,UT,49,San Juan,San Juan County,37,6214.0,75.0,True,,,Rural Area,
412,UT,49,Sevier,Sevier County,41,11786.0,0.0,True,,,Rural Area,
413,UT,49,Weber,Weber County,57,214484.0,400.0,True,36260.0,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Central
414,UT,49,Salt Lake,Salt Lake County,35,999771.0,0.0,True,41620.0,"Salt Lake City, UT",Metropolitan Statistical Area,Central
415,WA,53,Franklin,Franklin County,21,66783.0,0.0,True,28420.0,"Kennewick-Richland, WA",Metropolitan Statistical Area,Central
416,WA,53,Snohomish,Snohomish County,61,783137.0,0.0,True,42660.0,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Central
417,WA,53,Pend Oreille,Pend Oreille County,51,3390.0,2021.0,True,44060.0,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Outlying
418,WA,53,Stevens,Stevens County,65,7770.0,590.0,True,44060.0,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Outlying
419,WA,53,Kittitas,Kittitas County,37,23661.0,2464.0,True,21260.0,"Ellensburg, WA",Micropolitan Statistical Area,Central
420,WA,53,Yakima,Yakima County,77,161467.0,0.0,True,49420.0,"Yakima, WA",Metropolitan Statistical Area,Central
421,WA,53,Ferry,Ferry County,19,1080.0,140.0,True,,,Rural Area,
422,WA,53,Benton,Benton County,5,144880.0,0.0,True,28420.0,"Kennewick-Richland, WA",Metropolitan Statistical Area,Central
423,WA,53,Douglas,Douglas County,17,17090.0,0.0,True,48300.0,"Wenatchee, WA",Metropolitan Statistical Area,Central
424,WA,53,Spokane,Spokane County,63,397537.0,1700.0,True,44060.0,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Central
425,WA,53,Okanogan,Okanogan County,47,17163.0,734.0,True,,,Rural Area,
426,WA,53,Clark,Clark County,11,277737.0,300.0,True,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central
427,WA,53,Asotin,Asotin County,3,8455.0,0.0,True,30300.0,"Lewiston, ID-WA",Metropolitan Statistical Area,Central
428,WA,53,Clallam,Clallam County,9,30843.0,300.0,True,38820.0,"Port Angeles, WA",Micropolitan Statistical Area,Central
429,WA,53,Grays Harbor,Grays Harbor County,27,45734.0,10526.0,True,10140.0,"Aberdeen, WA",Micropolitan Statistical Area,Central
430,WA,53,Chelan,Chelan County,7,42967.0,830.0,True,48300.0,"Wenatchee, WA",Metropolitan Statistical Area,Central
431,WA,53,Adams,Adams County,1,9890.0,0.0,True,36830.0,"Othello, WA",Micropolitan Statistical Area,Central
432,WA,53,Columbia,Columbia County,13,2468.0,600.0,True,47460.0,"Walla Walla, WA",Metropolitan Statistical Area,Outlying
433,WA,53,Whatcom,Whatcom County,73,130780.0,1800.0,True,13380.0,"Bellingham, WA",Metropolitan Statistical Area,Central
434,WA,53,Island,Island County,29,30777.0,4700.0,True,36020.0,"Oak Harbor, WA",Micropolitan Statistical Area,Central
435,WA,53,Lewis,Lewis County,41,30856.0,984.0,True,16500.0,"Centralia, WA",Micropolitan Statistical Area,Central
436,WA,53,Mason,Mason County,45,16222.0,600.0,True,43220.0,"Shelton, WA",Micropolitan Statistical Area,Central
437,WA,53,Walla Walla,Walla Walla County,71,40450.0,0.0,True,47460.0,"Walla Walla, WA",Metropolitan Statistical Area,Central
438,WA,53,Grant,Grant County,25,49942.0,585.0,True,34180.0,"Moses Lake, WA",Micropolitan Statistical Area,Central
439,WA,53,Garfield,Garfield County,23,1425.0,0.0,True,,,Rural Area,
440,WA,53,Klickitat,Klickitat County,39,9572.0,0.0,True,,,Rural Area,
441,WA,53,Lincoln,Lincoln County,43,3878.0,50.0,True,,,Rural Area,
442,WA,53,Pacific,Pacific County,49,17201.0,0.0,True,,,Rural Area,
443,WA,53,Pierce,Pierce County,53,501349.0,943.0,True,42660.0,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Central
444,WA,53,Jefferson,Jefferson County,31,9180.0,0.0,True,,,Rural Area,
445,WA,53,Cowlitz,Cowlitz County,15,67797.0,750.0,True,31020.0,"Longview, WA",Metropolitan Statistical Area,Central
446,WA,53,Thurston,Thurston County,67,89953.0,3500.0,True,36500.0,"Olympia-Tumwater, WA",Metropolitan Statistical Area,Central
447,WA,53,Skamania,Skamania County,59,2465.0,0.0,True,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Outlying
448,WA,53,Wahkiakum,Wahkiakum County,69,0.0,0.0,False,,,Rural Area,
449,WA,53,Whitman,Whitman County,75,38532.0,17034.0,True,39420.0,"Pullman, WA",Micropolitan Statistical Area,Central
450,WA,53,San Juan,San Juan County,55,2956.0,3300.0,True,,,Rural Area,
451,WA,53,King,King County,33,2662485.0,400.0,True,42660.0,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Central
452,WA,53,Kitsap,Kitsap County,35,106294.0,8505.0,True,14740.0,"Bremerton-Silverdale, WA",Metropolitan Statistical Area,Central
453,WA,53,Skagit,Skagit County,57,68818.0,750.0,True,34580.0,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Central
454,ID,16,Latah,Latah County,57,28128.0,0.0,True,34140.0,"Moscow, ID",Micropolitan Statistical Area,Central
455,ID,16,Washington,Washington County,87,5835.0,0.0,True,,,Rural Area,
456,ID,16,Nez Perce,Nez Perce County,69,33229.0,2174.0,True,30300.0,"Lewiston, ID-WA",Metropolitan Statistical Area,Central
457,ID,16,Fremont,Fremont County,43,7563.0,3420.0,True,39940.0,"Rexburg, ID",Micropolitan Statistical Area,Outlying
458,ID,16,Minidoka,Minidoka County,67,9812.0,0.0,True,15420.0,"Burley, ID",Micropolitan Statistical Area,Outlying
459,ID,16,Jerome,Jerome County,53,12048.0,0.0,True,46300.0,"Twin Falls, ID",Micropolitan Statistical Area,Outlying
460,ID,16,Boise,Boise County,15,1192.0,1000.0,True,14260.0,"Boise City, ID",Metropolitan Statistical Area,Outlying
461,ID,16,Bear Lake,Bear Lake County,7,4578.0,1135.0,True,,,Rural Area,
462,ID,16,Shoshone,Shoshone County,79,10266.0,81.0,True,,,Rural Area,
463,ID,16,Cassia,Cassia County,31,10948.0,150.0,True,15420.0,"Burley, ID",Micropolitan Statistical Area,Central
464,ID,16,Benewah,Benewah County,9,3977.0,192871.0,True,,,Rural Area,
465,ID,16,Adams,Adams County,3,1335.0,300.0,True,,,Rural Area,
466,ID,16,Gooding,Gooding County,47,7539.0,0.0,True,,,Rural Area,
467,ID,16,Gem,Gem County,45,6685.0,0.0,True,14260.0,"Boise City, ID",Metropolitan Statistical Area,Outlying
468,ID,16,Idaho,Idaho County,49,6776.0,990.0,True,,,Rural Area,
469,ID,16,Twin Falls,Twin Falls County,83,55504.0,0.0,True,46300.0,"Twin Falls, ID",Micropolitan Statistical Area,Central
470,ID,16,Teton,Teton County,81,3857.0,700.0,True,27220.0,"Jackson, WY-ID",Micropolitan Statistical Area,Outlying
471,ID,16,Madison,Madison County,65,26998.0,0.0,True,39940.0,"Rexburg, ID",Micropolitan Statistical Area,Central
472,ID,16,Payette,Payette County,75,13655.0,0.0,True,36620.0,"Ontario, OR-ID",Micropolitan Statistical Area,Central
473,ID,16,Ada,Ada County,1,365412.0,0.0,True,14260.0,"Boise City, ID",Metropolitan Statistical Area,Central
474,ID,16,Bannock,Bannock County,5,70872.0,330.0,True,38540.0,"Pocatello, ID",Metropolitan Statistical Area,Central
475,ID,16,Blaine,Blaine County,13,16098.0,17354.0,True,25200.0,"Hailey, ID",Micropolitan Statistical Area,Central
476,ID,16,Boundary,Boundary County,21,3261.0,0.0,True,,,Rural Area,
477,ID,16,Bonneville,Bonneville County,19,87275.0,0.0,True,26820.0,"Idaho Falls, ID",Metropolitan Statistical Area,Central
478,ID,16,Camas,Camas County,25,416.0,0.0,True,25200.0,"Hailey, ID",Micropolitan Statistical Area,Outlying
479,ID,16,Bonner,Bonner County,17,19031.0,4756.0,True,41760.0,"Sandpoint, ID",Micropolitan Statistical Area,Central
480,ID,16,Bingham,Bingham County,11,21656.0,0.0,True,13940.0,"Blackfoot, ID",Micropolitan Statistical Area,Central
